timestamp,conn_id,data_size,offset,throughput
2026-09-02T21:59:57.9299161Z,conn1,34000,3162000,0.99
2026-09-02T21:59:57.9310702Z,conn2,34000,11288000,4.66
2026-09-02T21:59:57.936801Z,conn2,34000,11356000,5.66
2026-09-02T21:59:57.9460503Z,conn2,34000,11424000,3.51
2026-09-02T21:59:57.9553549Z,conn2,34000,11492000,3.48
2026-09-02T21:59:57.9584428Z,conn1,34000,3230000,1.14
2026-09-02T21:59:57.9633738Z,conn2,34000,11560000,4.04
2026-09-02T21:59:57.9707161Z,conn2,34000,11628000,4.42
2026-09-02T21:59:57.9783996Z,conn2,34000,11696000,4.22
2026-09-02T21:59:57.9842267Z,conn1,34000,3298000,1.26
2026-09-02T21:59:57.9862642Z,conn2,34000,11764000,4.12
2026-09-02T21:59:57.9941725Z,conn2,34000,11832000,4.10
2026-09-02T21:59:58.004069Z,conn2,34000,11900000,3.28
2026-09-02T21:59:58.0089316Z,conn2,34000,11968000,6.67
2026-09-02T21:59:58.0126456Z,conn1,34000,3366000,1.14
2026-09-02T21:59:58
